filename,width,height,class,xmin,ymin,xmax,ymax
image151.png,512,512,donut,270,131,377,289
image152.png,512,512,donut,211,115,327,282
image153.png,512,512,donut,236,113,320,278
image154.png,512,512,donut,191,155,328,278
image155.png,512,512,donut,254,150,361,295
image156.png,512,512,donut,236,160,389,292
image157.png,512,512,donut,194,185,355,340
image158.png,512,512,donut,233,161,390,315
image159.png,512,512,donut,221,171,372,287
image160.png,512,512,donut,255,123,383,259
image161.png,512,512,donut,223,146,344,275
image162.png,512,512,donut,209,136,343,273
image163.png,512,512,donut,214,168,308,327
image164.png,512,512,donut,286,171,347,326
image165.png,512,512,donut,259,137,365,300
image166.png,512,512,donut,211,189,363,326
image167.png,512,512,donut,223,148,376,280
image168.png,512,512,donut,200,164,359,291
image169.png,512,512,donut,247,148,403,263
image170.png,512,512,donut,250,142,347,286
image171.png,512,512,donut,246,161,364,296
image172.png,512,512,donut,201,184,351,287
image173.png,512,512,donut,233,159,385,308
image174.png,512,512,donut,229,129,376,254
image175.png,512,512,donut,199,186,357,296
image176.png,512,512,donut,258,163,366,307
image177.png,512,512,donut,245,169,356,290
image178.png,512,512,donut,233,178,362,343
image179.png,512,512,donut,226,195,383,264
image180.png,512,512,donut,207,186,368,273
image181.png,512,512,donut,238,158,396,309
image182.png,512,512,donut,273,126,343,291
image183.png,512,512,donut,296,167,348,328
image184.png,512,512,donut,258,178,398,297
image185.png,512,512,donut,245,139,395,298
image186.png,512,512,donut,220,168,380,226
image187.png,512,512,donut,248,123,388,275
image188.png,512,512,donut,210,117,367,278
image189.png,512,512,donut,218,189,365,276
image190.png,512,512,donut,236,111,338,274
image191.png,512,512,donut,275,130,330,293
image192.png,512,512,donut,195,150,336,269
image193.png,512,512,donut,220,121,356,282
image194.png,512,512,donut,225,168,319,325
image195.png,512,512,donut,259,131,380,288
image196.png,512,512,donut,230,158,395,267
image197.png,512,512,donut,200,162,351,248
image198.png,512,512,donut,205,182,364,272
image199.png,512,512,donut,221,141,375,304
image200.png,512,512,donut,222,156,372,298
image201.png,512,512,donut,274,120,356,278
image202.png,512,512,donut,218,112,323,277
image203.png,512,512,donut,253,176,382,303
image204.png,512,512,donut,275,114,339,275
image205.png,512,512,donut,222,127,391,299
image206.png,512,512,donut,187,198,348,288
image207.png,512,512,donut,275,139,362,294
image208.png,512,512,donut,223,187,382,301
image209.png,512,512,donut,257,163,346,321
image210.png,512,512,donut,218,148,339,305
image211.png,512,512,donut,215,139,375,292
image212.png,512,512,donut,261,166,390,327
image213.png,512,512,donut,280,151,382,300
image214.png,512,512,donut,245,134,360,290
image215.png,512,512,donut,252,114,397,276
image216.png,512,512,donut,211,183,353,307
image217.png,512,512,donut,246,165,367,291
image218.png,512,512,donut,236,179,356,291
image219.png,512,512,donut,226,133,363,288
image220.png,512,512,donut,208,155,354,311
image221.png,512,512,donut,226,166,339,314
image222.png,512,512,donut,211,185,369,334
image223.png,512,512,donut,215,143,376,279
image224.png,512,512,donut,234,128,313,287
image225.png,512,512,donut,255,166,374,301
image226.png,512,512,donut,254,176,410,320
image227.png,512,512,donut,253,155,365,312
image228.png,512,512,donut,242,180,407,257
image229.png,512,512,donut,272,131,338,283
image230.png,512,512,donut,246,190,404,313
image231.png,512,512,donut,215,160,370,276
image232.png,512,512,donut,231,136,362,279
image233.png,512,512,donut,275,164,343,316
image234.png,512,512,donut,280,155,358,313
image235.png,512,512,donut,237,160,360,296
image236.png,512,512,donut,229,174,385,333
image237.png,512,512,donut,226,187,345,329
image238.png,512,512,donut,282,161,382,303
image239.png,512,512,donut,235,151,394,285
image240.png,512,512,donut,237,160,402,231
image241.png,512,512,donut,287,151,357,307
image242.png,512,512,donut,223,215,385,307
image243.png,512,512,donut,232,140,377,262
image244.png,512,512,donut,224,126,383,278
image245.png,512,512,donut,253,171,307,330
image246.png,512,512,donut,215,145,375,295
image247.png,512,512,donut,240,161,377,291
image248.png,512,512,donut,253,176,380,337
image249.png,512,512,donut,240,133,405,296
image250.png,512,512,donut,204,141,361,301
image251.png,512,512,donut,297,142,371,302
image252.png,512,512,donut,244,182,400,259
image253.png,512,512,donut,281,167,363,317
image254.png,512,512,donut,234,140,366,305
image255.png,512,512,donut,198,120,360,279
image256.png,512,512,donut,270,141,365,296
image257.png,512,512,donut,272,168,386,322
image258.png,512,512,donut,225,126,377,265
image259.png,512,512,donut,219,168,383,317
image260.png,512,512,donut,226,156,335,295
image261.png,512,512,donut,269,115,344,283
image262.png,512,512,donut,264,167,374,332
image263.png,512,512,donut,251,181,370,318
image264.png,512,512,donut,266,159,386,318
image265.png,512,512,donut,228,196,377,282
image266.png,512,512,donut,221,118,359,281
image267.png,512,512,donut,256,135,385,258
image268.png,512,512,donut,292,142,374,308
image269.png,512,512,donut,260,157,329,310
image270.png,512,512,donut,250,139,393,307
image271.png,512,512,donut,247,113,410,266
image272.png,512,512,donut,218,175,373,337
image273.png,512,512,donut,215,128,375,258
image274.png,512,512,donut,255,135,339,301
image275.png,512,512,donut,254,152,354,297
image276.png,512,512,donut,237,154,402,243
image277.png,512,512,donut,271,157,327,314
image278.png,512,512,donut,250,150,374,309
image279.png,512,512,donut,218,153,377,303
image280.png,512,512,donut,270,128,371,293
image281.png,512,512,donut,245,125,327,288
image282.png,512,512,donut,283,136,375,290
image283.png,512,512,donut,271,160,363,325
image284.png,512,512,donut,195,119,337,285
image285.png,512,512,donut,249,206,407,268
image286.png,512,512,donut,221,124,376,262
image287.png,512,512,donut,181,162,339,322
image288.png,512,512,donut,253,149,351,319
image289.png,512,512,donut,207,147,371,302
image290.png,512,512,donut,288,128,349,297
image291.png,512,512,donut,232,162,394,324
image292.png,512,512,donut,274,153,383,307
image293.png,512,512,donut,247,151,401,257
image294.png,512,512,donut,218,167,319,318
image295.png,512,512,donut,282,118,337,274
image296.png,512,512,donut,255,192,414,296
image297.png,512,512,donut,230,135,392,268
image298.png,512,512,donut,251,126,398,281
image299.png,512,512,donut,247,125,386,270
image300.png,512,512,donut,213,139,306,301
image301.png,512,512,donut,242,172,384,306
image302.png,512,512,donut,239,168,393,313
image303.png,512,512,donut,252,159,328,314
image304.png,512,512,donut,250,125,288,290
image305.png,512,512,donut,247,164,380,321
image306.png,512,512,donut,284,140,374,300
image307.png,512,512,donut,205,204,361,280
image308.png,512,512,donut,272,132,335,303
image309.png,512,512,donut,225,184,385,241
image310.png,512,512,donut,246,126,399,275
image311.png,512,512,donut,215,177,380,257
image312.png,512,512,donut,228,213,380,310
image313.png,512,512,donut,208,109,363,265
image314.png,512,512,donut,265,168,313,331
image315.png,512,512,donut,246,163,396,254
image316.png,512,512,donut,208,152,321,292
image317.png,512,512,donut,224,158,360,309
image318.png,512,512,donut,231,157,365,310
image319.png,512,512,donut,240,157,317,313
image320.png,512,512,donut,239,162,392,322
image321.png,512,512,donut,217,139,383,283
image322.png,512,512,donut,215,170,384,278
image323.png,512,512,donut,247,160,374,303
image324.png,512,512,donut,199,158,360,261
image325.png,512,512,donut,240,131,355,284
image326.png,512,512,donut,210,159,345,313
image327.png,512,512,donut,229,138,358,273
image328.png,512,512,donut,235,124,392,273
image329.png,512,512,donut,225,169,378,309
image330.png,512,512,donut,204,161,344,280
image331.png,512,512,donut,216,131,387,300
image332.png,512,512,donut,199,154,341,282
image333.png,512,512,donut,243,149,403,292
image334.png,512,512,donut,231,144,376,260
image335.png,512,512,donut,241,125,354,255
image336.png,512,512,donut,277,129,378,297
image337.png,512,512,donut,287,119,382,284
image338.png,512,512,donut,209,146,338,311
image339.png,512,512,donut,223,160,360,260
image340.png,512,512,donut,252,124,364,285
image341.png,512,512,donut,269,117,345,276
image342.png,512,512,donut,230,133,401,300
image343.png,512,512,donut,194,195,351,285
image344.png,512,512,donut,180,168,335,323
image345.png,512,512,donut,231,205,385,306
image346.png,512,512,donut,192,160,354,230
image347.png,512,512,donut,277,120,349,281
image348.png,512,512,donut,244,156,383,319
image349.png,512,512,donut,210,134,341,266
image350.png,512,512,donut,229,123,318,273
image351.png,512,512,donut,238,154,354,301
image352.png,512,512,donut,223,131,360,286
image353.png,512,512,donut,265,154,347,319
image354.png,512,512,donut,247,122,339,286
image355.png,512,512,donut,232,145,360,277
image356.png,512,512,donut,247,151,387,315
image357.png,512,512,donut,179,164,339,237
image358.png,512,512,donut,213,130,369,242
image359.png,512,512,donut,243,179,387,284
image360.png,512,512,donut,246,106,357,264
image361.png,512,512,donut,234,182,353,323
image362.png,512,512,donut,224,161,397,277
image363.png,512,512,donut,206,178,347,287
image364.png,512,512,donut,241,158,399,310
image365.png,512,512,donut,230,154,382,325
image366.png,512,512,donut,286,138,357,297
image367.png,512,512,donut,241,181,372,336
image368.png,512,512,donut,253,157,418,307
image369.png,512,512,donut,246,151,382,321
image370.png,512,512,donut,246,141,366,296
image371.png,512,512,donut,213,198,369,276
image372.png,512,512,donut,273,119,353,276
image373.png,512,512,donut,254,180,371,339
image374.png,512,512,donut,255,103,366,262
image375.png,512,512,donut,191,181,340,308
image376.png,512,512,donut,234,167,376,322
image377.png,512,512,donut,264,164,330,324
image378.png,512,512,donut,221,162,342,320
image379.png,512,512,donut,257,151,329,303
image380.png,512,512,donut,232,122,387,274
image381.png,512,512,donut,246,179,374,334
image382.png,512,512,donut,270,133,344,292
image383.png,512,512,donut,266,154,339,319
image384.png,512,512,donut,229,182,394,246
image385.png,512,512,donut,259,163,371,294
image386.png,512,512,donut,248,120,395,278
image387.png,512,512,donut,247,141,385,246
image388.png,512,512,donut,216,173,376,324
image389.png,512,512,donut,226,186,374,280
image390.png,512,512,donut,210,145,373,259
image391.png,512,512,donut,259,185,370,320
image392.png,512,512,donut,234,177,369,286
image393.png,512,512,donut,211,136,338,267
image394.png,512,512,donut,216,136,339,263
image395.png,512,512,donut,221,180,385,333
image396.png,512,512,donut,189,194,345,283
image397.png,512,512,donut,209,167,372,331
image398.png,512,512,donut,210,147,349,293
image399.png,512,512,donut,231,131,400,290
image400.png,512,512,donut,242,132,378,242
image401.png,512,512,donut,266,170,385,310
image402.png,512,512,donut,213,171,376,323
image403.png,512,512,donut,226,145,368,307
image404.png,512,512,donut,260,179,409,269
image405.png,512,512,donut,244,157,361,310
image406.png,512,512,donut,305,154,346,315
image407.png,512,512,donut,247,128,372,296
image408.png,512,512,donut,208,150,361,300
image409.png,512,512,donut,223,195,365,286
image410.png,512,512,donut,221,109,362,260
image411.png,512,512,donut,189,176,347,305
image412.png,512,512,donut,226,190,379,242
image413.png,512,512,donut,244,160,401,308
image414.png,512,512,donut,247,162,392,308
image415.png,512,512,donut,203,155,320,286
image416.png,512,512,donut,223,153,357,262
image417.png,512,512,donut,254,174,381,312
image418.png,512,512,donut,253,169,405,323
image419.png,512,512,donut,249,126,354,276
image420.png,512,512,donut,236,146,398,299
image421.png,512,512,donut,289,180,344,344
image422.png,512,512,donut,244,117,367,280
image423.png,512,512,donut,280,153,366,301
image424.png,512,512,donut,247,174,367,309
image425.png,512,512,donut,200,186,355,319
image426.png,512,512,donut,269,160,362,300
image427.png,512,512,donut,223,134,368,288
image428.png,512,512,donut,215,191,373,284
image429.png,512,512,donut,183,138,342,277
image430.png,512,512,donut,224,168,381,321
image431.png,512,512,donut,220,178,378,336
image432.png,512,512,donut,247,173,388,290
image433.png,512,512,donut,267,115,324,271
image434.png,512,512,donut,191,145,344,306
image435.png,512,512,donut,204,132,361,257
image436.png,512,512,donut,267,188,404,315
image437.png,512,512,donut,210,162,364,310
image438.png,512,512,donut,226,174,306,330
image439.png,512,512,donut,262,139,379,299
image440.png,512,512,donut,226,138,352,291
image441.png,512,512,donut,274,146,410,297
image442.png,512,512,donut,222,152,307,308
image443.png,512,512,donut,248,134,352,300
image444.png,512,512,donut,239,156,381,326
image445.png,512,512,donut,247,161,406,290
image446.png,512,512,donut,195,114,346,266
image447.png,512,512,donut,237,179,376,331
image448.png,512,512,donut,241,140,375,298
image449.png,512,512,donut,217,168,384,323
image450.png,512,512,donut,256,174,382,290
image451.png,512,512,donut,257,182,414,323
image452.png,512,512,donut,241,198,391,293
image453.png,512,512,donut,226,129,361,272
image454.png,512,512,donut,237,136,388,293
image455.png,512,512,donut,225,146,363,303
image456.png,512,512,donut,255,170,303,327
image457.png,512,512,donut,283,157,323,324
image458.png,512,512,donut,259,135,331,298
image459.png,512,512,donut,258,185,375,321
image460.png,512,512,donut,217,119,350,276
image461.png,512,512,donut,224,131,396,291
image462.png,512,512,donut,230,131,363,299
image463.png,512,512,donut,200,211,360,281
image464.png,512,512,donut,248,129,358,289
image465.png,512,512,donut,210,205,370,294
image466.png,512,512,donut,279,119,358,288
image467.png,512,512,donut,233,134,392,265
image468.png,512,512,donut,194,173,355,244
image469.png,512,512,donut,238,130,399,299
image470.png,512,512,donut,240,173,399,277
image471.png,512,512,donut,232,120,396,275
image472.png,512,512,donut,226,154,372,253
image473.png,512,512,donut,271,138,386,273
image474.png,512,512,donut,199,157,338,306
image475.png,512,512,donut,253,160,361,304
image476.png,512,512,donut,259,154,399,290
image477.png,512,512,donut,206,126,345,284
image478.png,512,512,donut,215,139,376,304
image479.png,512,512,donut,259,173,382,294
image480.png,512,512,donut,208,172,363,335
image481.png,512,512,donut,274,170,382,326
image482.png,512,512,donut,263,147,378,302
image483.png,512,512,donut,273,160,394,320
image484.png,512,512,donut,262,145,349,304
image485.png,512,512,donut,228,110,350,267
image486.png,512,512,donut,278,158,353,326
image487.png,512,512,donut,235,204,389,289
image488.png,512,512,donut,215,181,358,304
image489.png,512,512,donut,239,156,398,271
image490.png,512,512,donut,258,123,378,282
image491.png,512,512,donut,258,117,334,283
image492.png,512,512,donut,221,207,379,254
image493.png,512,512,donut,216,166,343,325
image494.png,512,512,donut,232,132,321,288
image495.png,512,512,donut,233,108,353,256
image496.png,512,512,donut,249,131,396,300
image497.png,512,512,donut,252,158,404,313
image498.png,512,512,donut,269,159,411,268
image499.png,512,512,donut,238,163,360,324
image500.png,512,512,donut,249,178,375,337
image501.png,512,512,donut,251,194,399,302
image502.png,512,512,donut,244,117,298,283
image503.png,512,512,donut,257,133,419,279
image504.png,512,512,donut,234,137,392,293
image505.png,512,512,donut,223,151,347,271
image506.png,512,512,donut,234,145,389,303
image507.png,512,512,donut,246,152,368,304
image508.png,512,512,donut,233,151,326,310
image509.png,512,512,donut,233,147,393,305
image510.png,512,512,donut,238,129,338,288
image511.png,512,512,donut,200,149,360,314
image512.png,512,512,donut,234,161,379,315
image513.png,512,512,donut,260,179,349,337
image514.png,512,512,donut,203,119,351,278
image515.png,512,512,donut,188,164,333,308
image516.png,512,512,donut,227,141,381,294
image517.png,512,512,donut,236,151,343,294
image518.png,512,512,donut,224,151,348,310
image519.png,512,512,donut,231,144,331,288
image520.png,512,512,donut,220,163,381,331
image521.png,512,512,donut,232,104,388,256
image522.png,512,512,donut,254,180,339,345
image523.png,512,512,donut,199,194,358,317
image524.png,512,512,donut,313,171,369,331
image525.png,512,512,donut,268,133,365,303
image526.png,512,512,donut,223,129,309,284
image527.png,512,512,donut,238,145,373,274
image528.png,512,512,donut,243,170,390,268
image529.png,512,512,donut,208,223,367,293
image530.png,512,512,donut,258,138,319,302
image531.png,512,512,donut,251,156,323,318
image532.png,512,512,donut,311,136,355,301
image533.png,512,512,donut,221,141,386,298
image534.png,512,512,donut,237,127,354,285
image535.png,512,512,donut,224,116,374,266
image536.png,512,512,donut,259,141,351,282
image537.png,512,512,donut,224,125,342,291
image538.png,512,512,donut,200,134,354,293
image539.png,512,512,donut,264,131,368,300
image540.png,512,512,donut,213,199,378,322
image541.png,512,512,donut,266,146,346,308
image542.png,512,512,donut,197,165,358,326
image543.png,512,512,donut,229,152,380,284
image544.png,512,512,donut,220,159,353,301
image545.png,512,512,donut,256,174,381,323
image546.png,512,512,donut,193,208,352,273
image547.png,512,512,donut,248,139,348,308
image548.png,512,512,donut,287,170,387,318
image549.png,512,512,donut,258,149,377,273
image550.png,512,512,donut,246,170,351,309
image551.png,512,512,donut,224,162,377,291
image552.png,512,512,donut,207,164,360,289
image553.png,512,512,donut,211,148,366,295
image554.png,512,512,donut,211,162,373,306
image555.png,512,512,donut,203,205,354,297
image556.png,512,512,donut,242,208,394,291
image557.png,512,512,donut,234,182,397,297
image558.png,512,512,donut,225,131,364,265
image559.png,512,512,donut,205,115,364,263
image560.png,512,512,donut,213,148,373,305
image561.png,512,512,donut,180,164,338,295
image562.png,512,512,donut,250,124,358,269
image563.png,512,512,donut,206,136,361,289
image564.png,512,512,donut,237,165,355,303
image565.png,512,512,donut,218,150,362,312
image566.png,512,512,donut,198,179,365,267
image567.png,512,512,donut,238,151,377,280
image568.png,512,512,donut,232,170,394,315
image569.png,512,512,donut,207,171,373,289
image570.png,512,512,donut,250,142,407,232
image571.png,512,512,donut,261,107,349,263
image572.png,512,512,donut,209,166,337,285
image573.png,512,512,donut,214,211,369,280
image574.png,512,512,donut,260,158,390,312
image575.png,512,512,donut,233,165,363,325
image576.png,512,512,donut,242,151,396,304
image577.png,512,512,donut,254,134,332,287
image578.png,512,512,donut,213,140,374,269
image579.png,512,512,donut,214,128,358,291
image580.png,512,512,donut,226,167,376,322
image581.png,512,512,donut,257,167,342,334
image582.png,512,512,donut,202,139,368,298
image583.png,512,512,donut,229,159,355,299
image584.png,512,512,donut,255,151,415,304
image585.png,512,512,donut,246,126,370,265
image586.png,512,512,donut,232,140,385,299
image587.png,512,512,donut,236,169,369,305
image588.png,512,512,donut,205,142,366,306
image589.png,512,512,donut,200,124,351,290
image590.png,512,512,donut,247,160,383,316
image591.png,512,512,donut,223,132,344,286
image592.png,512,512,donut,250,150,350,305
image593.png,512,512,donut,274,166,333,331
image594.png,512,512,donut,235,161,397,313
image595.png,512,512,donut,297,141,355,307
image596.png,512,512,donut,262,130,353,295
image597.png,512,512,donut,191,139,350,294
image598.png,512,512,donut,233,156,365,299
image599.png,512,512,donut,274,133,341,297
